Store,Year,IsHoliday,Weekly_Sales
34,2010,True,14419.645714285714
34,2011,False,13378.674735925712
34,2011,True,14885.555664335665
34,2012,False,13732.742219917012
34,2012,True,14254.039788732396
35,2010,False,16354.909362358587
35,2010,True,16748.881791044776
35,2011,False,12395.877146874998
35,2011,True,16554.950411985017
35,2012,False,12177.582949325557
35,2012,True,13794.078872180451
36,2010,False,10406.45751602564
36,2010,True,9836.689529411764
36,2011,False,8356.087435897436
36,2011,True,7723.025898876405
36,2012,False,7004.427260653017
36,2012,True,7072.70191011236
37,2010,False,10573.469050305595
37,2010,True,10569.11617801047
37,2011,False,10320.504551440328
37,2011,True,9865.36802955665
37,2012,False,10027.39306511628
37,2012,True,10036.948571428573
38,2010,False,6957.820693747148
38,2010,True,6682.633731343283
38,2011,False,7434.018253327955
38,2011,True,7447.424630541872
38,2012,False,8098.53861136572
38,2012,True,9057.190566037736
39,2010,False,19676.86174227482
39,2010,True,21086.34483985765
39,2011,False,20900.81243284033
39,2011,True,23500.76154676259
39,2012,False,22233.850905874027
39,2012,True,22121.740507246377
40,2010,False,13883.992563767168
40,2010,True,13879.395943060497
40,2011,False,13743.936499257057
40,2011,True,14308.379755244754
40,2012,False,13552.140589459084
40,2012,True,14601.635524475525
41,2010,False,17174.092790469975
41,2010,True,18274.28692857143
41,2011,False,18075.77180419994
41,2011,True,19586.32811188811
41,2012,False,18505.065330832196
41,2012,True,18144.747448275863
42,2010,False,11405.872487804878
42,2010,True,11255.592074468086
42,2011,False,11567.745454545455
42,2011,True,11457.401363636365
42,2012,False,11287.23046278626
42,2012,True,12923.248
43,2010,False,13825.15814797136
43,2010,True,13834.94446236559
43,2011,False,13111.672649534781
43,2011,True,12948.159368421051
43,2012,False,13310.441691748832
43,2012,True,13812.633645833334
44,2010,False,5800.103845796563
44,2010,True,5713.754438775511
44,2011,False,5967.437429166666
44,2011,True,5941.135555555556
44,2012,False,6387.935011809164
44,2012,True,6324.90761904762
45,2010,False,11960.7719925449
45,2010,True,11956.10782287823
45,2011,False,11606.765210006177
45,2011,True,13061.257830882352
45,2012,False,11254.86285765896
45,2012,True,11461.093284671533
