Store,Dept,mean,sum
3,42,4422.944405594406,632481.05
3,44,2133.657762237762,305113.06
3,45,9.922500000000001,119.07000000000001
3,46,6179.259510489511,883634.11
3,47,38.875,311.0
3,49,17.581481481481482,949.4
3,51,5.411803278688525,330.12
3,52,961.3902097902097,137478.8
3,54,58.3112389380531,6589.17
3,55,7153.737902097902,1022984.52
3,56,1606.8088811188811,229773.67
3,59,244.87845528455284,30120.05
3,60,138.12587412587413,19752.0
3,67,2021.4826573426574,289072.02
3,71,1101.6100000000001,157530.23
3,72,22796.856573426576,3259950.49
3,74,3374.9607692307695,482619.39
3,77,424.0,1272.0
3,78,6.0,6.0
3,79,7230.372447552448,1033943.26
3,80,24.420476190476194,512.83
3,81,1429.3000699300699,204389.91
3,82,6746.578391608391,964760.71
3,83,19.33,19.33
3,85,874.1281818181818,125000.33
3,87,939.4354545454545,134339.27
3,90,1540.0491608391608,220227.03
3,91,318.68559440559443,45572.04
3,92,7568.28020979021,1082264.07
3,94,656.2944444444445,35439.9
3,95,15745.528251748252,2251610.54
3,96,3934.54,562639.22
3,97,343.43735714285714,48081.23
3,98,30.570833333333333,1100.55
4,1,36979.94006993007,5288131.43
4,2,93639.31538461539,13390422.1
4,3,19012.49167832168,2718786.31
4,4,56603.40013986014,8094286.22
4,5,45668.406783216786,6530582.17
4,6,8241.777692307693,1178574.21
4,7,50728.1513986014,7254125.65
4,8,62949.72377622378,9001810.5
4,9,34437.17097902098,4924515.45
4,10,37269.66741258741,5329562.44
4,11,27145.836643356644,3881854.64
4,12,8141.9109790209795,1164293.27
4,13,69596.44734265735,9952291.97
4,14,28567.509440559443,4085153.85
4,16,21270.153006993005,3041631.88
4,17,15815.878041958042,2261670.56
4,18,13146.54379032258,1630171.43
4,19,3038.317762237762,434479.44
4,20,8888.302867132868,1271027.31
4,21,8865.273146853147,1267734.06
4,22,17289.916293706294,2472458.03
4,23,46234.012867132864,6611463.84
4,24,10875.301188811189,1555168.07
4,25,15640.748531468531,2236627.04
4,26,18429.75993006993,2635455.67
4,27,2579.9061538461538,368926.58
4,28,916.2322377622378,131021.21
4,29,9472.12118881119,1354513.33
4,30,7683.686783216783,1098767.21
4,31,3813.243986013986,545293.89
4,32,13685.43034965035,1957016.54
4,33,12304.056223776224,1759480.04
4,34,25142.675384615384,3595402.58
4,35,4376.574755244755,625850.19
4,36,3005.231468531468,429748.1
4,37,3640.7527272727275,520627.64
4,38,80093.94608391607,11453434.29
4,39,1.56,1.56
4,40,78729.26307692307,11258284.62
4,41,975.4176223776224,139484.72
4,42,9511.818531468532,1360190.05
4,44,5441.563566433566,778143.59
4,45,13.696938775510203,671.15
4,46,39128.89615384616,5595432.15
4,47,23.536153846153848,305.97
4,48,2324.6155319148934,327770.79
4,49,6911.676643356644,988369.76
4,51,8.2,188.6
4,52,3721.521328671329,532177.55
4,54,131.887,18464.18
4,55,18662.6272027972,2668755.69
4,56,6040.540839160839,863797.34
4,58,6078.142307692307,869174.35
4,59,1586.4469930069931,226861.92
4,60,410.7951048951049,58743.7
4,67,12471.426713286713,1783414.02
4,71,7686.018741258741,1099100.68
4,72,101244.45083916084,14477956.47
4,74,20627.30776223776,2949705.01
4,77,344.57142857142856,2412.0
4,78,5.375,43.0
4,79,52436.656923076924,7498441.94
4,80,19379.101398601397,2771211.5
4,81,31055.285314685312,4440905.8
4,82,29371.32097902098,4200098.9
4,83,9161.217342657343,1310054.08
4,85,2730.06,390398.58
4,87,14223.462307692309,2033955.11
4,90,89248.96552447553,12762602.07
4,91,66535.4072027972,9514563.23
4,92,159365.1079020979,22789210.43
4,93,67815.16300699301,9697568.31
4,94,68159.10657342657,9746752.24
4,95,147236.4737062937,21054815.74
4,96,38346.57307692308,5483559.95
4,97,39339.23895104895,5625511.17
4,98,15009.249370629372,2146322.66
4,99,623.182380952381,26173.66
5,1,9774.553076923077,1397761.09
5,2,12317.953286713288,1761467.32
5,3,4101.085174825175,586455.18
5,4,9860.806783216784,1410095.37
5,5,6699.202237762238,957985.92
5,6,1191.0576223776222,170321.24
5,7,6124.484335664336,875801.26
5,8,13735.70944055944,1964206.45
5,9,7919.805944055944,1132532.25
5,10,9783.395384615385,1399025.54
5,11,7389.049440559441,1056634.07
5,12,2515.3472727272724,359694.66
5,13,11242.656083916085,1607699.82
5,14,3697.422377622378,528731.4
5,16,7717.567622377622,1103612.17
5,17,2396.7813286713285,342739.73
5,18,2185.893,218589.3
5,19,46.327368421052626,2640.66
5,20,1220.832797202797,174579.09
5,21,1316.4146153846154,188247.29
5,22,2430.053986013986,347497.72000000003
5,23,6141.862727272727,878286.37
5,24,1480.2327972027972,211673.29
5,25,2685.5781818181817,384037.68
5,26,1782.2095104895104,254855.96
5,27,377.28916083916084,53952.35
5,28,203.28237762237762,29069.38
5,29,1343.724895104895,192152.66
5,30,857.1524475524476,122572.8
5,31,655.4497902097903,93729.32
5,32,2450.897622377622,350478.36
5,33,1598.760909090909,228622.81
5,34,3602.7625874125874,515195.05
5,35,1162.082027972028,166177.73
5,36,587.0637062937063,83950.11
5,38,55199.79188811189,7893570.24
5,40,19328.994965034963,2764046.28
5,41,524.7532167832168,75039.71
5,42,2932.116153846154,419292.61
5,44,1317.444125874126,188394.51
5,45,18.588260869565215,1282.59
5,46,4895.629510489511,700075.02
5,47,38.72727272727273,426.0
5,49,39.14160714285714,2191.93
5,51,6.68,33.4
5,52,530.8146853146853,75906.5
5,54,45.917755102040815,4499.94
5,55,3445.1,492649.3
5,56,1220.3167132867134,174505.29
5,58,871.1764705882352,103670.0
5,59,78.25601941747573,8060.37
5,60,236.53146853146853,33824.0
5,67,3036.8645454545454,434271.63
5,71,456.66125874125873,65302.56
5,72,11656.51909090909,1666882.23
5,74,3523.767972027972,503898.82
5,77,465.075,930.15
5,78,6.0,6.0
5,79,5009.172447552448,716311.66
5,80,6.079999999999999,18.24
5,81,2615.837132867133,374064.71
5,82,3887.787482517482,555953.61
5,85,935.0770629370629,133716.02
5,87,10089.581818181818,1442810.2
5,90,3059.52,437511.36
5,91,1457.2216783216784,208382.7
5,92,7759.205594405594,1109566.4
5,94,411.4314864864865,30445.93
5,95,19340.693986013986,2765719.24
5,96,5985.671118881119,855950.97
5,97,667.07031496063,84717.93000000001
5,98,29.97608695652174,689.45
6,1,23867.553776223776,3413060.19
6,2,50269.43727272727,7188529.53
6,3,16806.63881118881,2403349.35
6,4,34187.3665034965,4888793.41
6,5,34465.30762237762,4928538.99
6,6,7225.566643356644,1033256.03
6,7,34526.87041958042,4937342.47
6,8,47577.71979020979,6803613.93
6,9,48271.060139860136,6902761.6
6,10,47436.477902097904,6783416.34
6,11,21882.11909090909,3129143.03
6,12,6683.218671328671,955700.27
6,13,37746.9313986014,5397811.19
6,14,25583.7413986014,3658475.02
6,16,28204.007552447554,4033173.08
6,17,16296.992447552448,2330469.92
6,18,11500.897168141593,1299601.3800000001
6,19,2585.304755244755,369698.58
6,20,9299.858601398602,1329879.78
6,21,9398.605454545455,1344000.58
6,22,18833.15090909091,2693140.58
6,23,30538.913776223777,4367064.67
6,24,6789.380909090909,970881.47
6,25,13777.691398601399,1970209.87
6,26,9098.63937062937,1301105.43
6,27,1798.5638461538463,257194.63
6,28,578.5354545454546,82730.57
6,29,6858.093916083916,980707.43
6,30,5020.268181818182,717898.35
6,31,3248.543776223776,464541.76
6,32,11369.82965034965,1625885.64
6,33,7213.951468531469,1031595.06
6,34,18101.45132867133,2588507.54
6,35,3551.4537062937065,507857.88
6,36,3456.0053846153846,494208.77
6,37,3911.7690909090907,559382.98
6,38,78545.19916083917,11231963.48
6,40,65833.7272027972,9414222.99
6,41,2641.5423776223774,377740.56
6,42,9399.415034965035,1344116.35
6,44,7780.472237762238,1112607.53
6,45,39.0079104477612,2613.53
6,46,27602.171958041956,3947110.59
6,47,-42.02333333333334,-756.4200000000001
6,48,1779.8714184397163,250961.87
6,49,12496.313146853146,1786972.78
6,51,31.228749999999998,249.82999999999998
6,52,4208.43958041958,601806.86
6,54,156.99078014184397,22135.7
6,55,16407.804475524477,2346316.04
6,56,6530.876153846154,933915.29
6,58,2993.474895104895,428066.91
6,59,1016.7490909090909,145395.12
6,60,295.8558241758242,26922.88
6,67,11701.160699300699,1673265.98
6,71,5752.100909090909,822550.43
6,72,80187.18111888113,11466766.9
6,74,21902.677482517483,3132082.88
6,77,625.185,1250.37
6,78,7.555555555555555,68.0
6,79,24457.038601398603,3497356.52
6,80,13724.418181818182,1962591.8
6,81,15454.445734265735,2209985.74
6,82,20111.96874125874,2876011.53
6,83,4031.0139160839162,576434.99
6,85,2682.87965034965,383651.79
6,87,40390.25741258741,5775806.81
6,90,53715.36608391608,7681297.35
6,91,45270.40517482518,6473667.94
6,92,99024.7965034965,14160545.9
6,93,41359.65118881119,5914430.12
6,94,41701.693496503496,5963342.17
6,95,89208.78629370629,12756856.44
6,96,30450.542237762238,4354427.54
6,97,20637.667062937064,2951186.39
6,98,9728.100629370629,1391118.39
6,99,388.63675,15545.47
7,1,9542.80125874126,1364620.58
7,2,22603.69076923077,3232327.78
7,3,8633.536923076923,1234595.78
7,4,14950.518601398602,2137924.16
7,5,13860.35048951049,1982030.12
7,6,6329.928811188811,905179.82
7,7,10925.757062937064,1562383.26
7,8,13970.61937062937,1997798.57
7,9,29722.736083916083,4250351.26
7,10,21136.56027972028,3022528.12
7,11,15362.294125874127,2196808.06
7,12,5674.272517482517,811420.97
7,13,14916.528391608392,2133063.56
7,14,10108.054475524475,1445451.79
7,16,13788.44888111888,1971748.19
7,17,5568.405384615385,796281.97
7,18,4255.952842105264,404315.52
7,19,468.26461538461535,24349.76
7,20,3127.7785314685316,447272.33
7,21,1885.2651748251747,269592.92
7,22,6814.387692307692,974457.44
7,23,14138.214265734267,2021764.6400000001
7,24,2555.7652447552446,365474.43
7,25,5219.990279720279,746458.61
7,26,1948.9158041958044,278694.96
7,27,644.6328671328671,92182.5
7,28,190.66951048951051,27265.74
7,29,1363.6124475524475,194996.58
7,30,1103.170979020979,157753.45
7,31,1799.5592307692307,257336.97
7,32,5376.747902097902,768874.95
7,33,2279.562097902098,325977.38
7,34,4684.3937762237765,669868.31
7,35,403.049020979021,57636.01
7,36,1880.9101398601401,268970.15
7,38,31451.814685314686,4497609.5
7,40,31603.352097902094,4519279.35
7,41,1606.0044055944056,229658.63
7,42,6485.042307692308,927361.05
7,44,3562.4972027972026,509437.1
7,45,22.821058823529413,1939.79
7,46,14670.128741258743,2097828.41
7,47,-9.90625,-158.5
7,48,1385.855421686747,115026.0
7,49,31.35671052631579,2383.11
7,51,35.368205128205126,1379.36
7,52,1303.6146153846155,186416.89
7,54,65.396,8174.5
7,55,6616.540489510489,946165.29
7,56,6417.87902097902,917756.7
7,58,972.6285,97262.85
7,59,81.48948717948718,9534.27
7,60,99.73398601398603,14261.960000000001
7,67,3989.6420979020977,570518.82
7,71,2394.07979020979,342353.41
7,72,45089.824895104895,6447844.96
7,74,9714.135314685316,1389121.35
7,77,293.25,1173.0
7,78,12.0,12.0
7,79,5856.907272727272,837537.74
7,80,450.67029629629627,60840.49
7,81,6426.511888111888,918991.2
7,82,9500.961958041958,1358637.56
7,83,574.0990714285714,80373.87
7,85,2056.1846853146853,294034.41
7,87,11113.217202797203,1589190.06
7,90,13858.405874125874,1981752.04
7,91,10263.880000000001,1467734.84
7,92,26530.89055944056,3793917.35
7,93,1328.1782517482518,189929.49
7,94,699.3325217391305,80423.24
7,95,34208.097272727275,4891757.91
7,96,1123.3832167832168,160643.8
7,97,4374.927902097902,625614.69
7,98,260.88659574468085,36785.01
7,99,15.0,15.0
8,1,14789.827342657343,2114945.31
8,2,35729.82174825175,5109364.51
8,3,10683.305104895104,1527712.63
8,4,21089.3093006993,3015771.23
8,5,19838.84923076923,2836955.44
8,6,3395.4254545454546,485545.84
8,7,20268.743776223775,2898430.36
8,8,26438.524335664337,3780708.98
8,9,11792.66167832168,1686350.62
8,10,20666.433776223774,2955300.03
8,11,18628.06146853147,2663812.79
8,12,7132.540769230769,1019953.33
8,13,25257.586433566434,3611834.86
8,14,10771.757342657344,1540361.3
8,16,16500.473776223775,2359567.75
8,17,7494.439020979021,1071704.78
8,18,6304.3180172413795,731300.89
8,19,1065.8739160839161,152419.97
8,20,3771.235734265734,539286.71
8,21,4685.762377622378,670064.02
8,22,7138.1132867132865,1020750.2
8,23,14693.072587412587,2101109.38
8,24,4429.390909090909,633402.9
8,25,6801.176503496504,972568.24
8,26,6156.060979020979,880316.72
8,27,923.8206993006992,132106.36
8,28,316.6808391608392,45285.36
8,29,2915.29006993007,416886.48
8,30,2335.2618181818184,333942.44
8,31,1415.6996503496503,202445.05
8,32,5807.735244755245,830506.14
8,33,5115.140979020979,731465.16
8,34,8371.814055944056,1197169.41
8,35,1885.4702097902098,269622.24
8,36,989.1644055944057,141450.51
8,37,2248.6220279720283,321552.95
8,38,58609.542937062935,8381164.64
8,40,38028.8806993007,5438129.94
8,41,1147.069160839161,164030.89
8,42,5284.069160839161,755621.89
8,44,3700.214405594406,529130.66
8,45,6.166428571428571,86.33
8,46,17933.37125874126,2564472.09
8,47,41.958333333333336,503.5
8,49,2272.3923076923074,324952.1
8,51,17.386666666666667,104.32
8,52,1945.2155944055946,278165.83
8,54,67.89480314960629,8622.64
8,55,7072.041048951049,1011301.87
8,56,5129.931048951049,733580.14
8,58,2025.4351145038167,265332.0
8,59,620.9097202797202,88790.09
8,60,236.34545454545454,33797.4
8,67,5298.26027972028,757651.22
8,71,2299.2993006993006,328799.8
8,72,37373.3693006993,5344391.81
8,74,9137.057552447552,1306599.23
8,77,333.0,999.0
8,78,7.228,72.28
8,79,21138.98622377622,3022875.03
8,80,9188.915104895106,1314014.86
8,81,12591.407622377623,1800571.29
8,82,14826.027482517484,2120121.93
8,83,2633.3274825174826,376565.83
8,85,2321.86006993007,332025.99
8,87,20204.175594405595,2889197.11
8,90,39333.56615384615,5624699.96
8,91,31530.56090909091,4508870.21
8,92,60465.63,8646585.09
8,93,27515.635314685314,3934735.85
8,94,25442.578041958044,3638288.66
8,95,62951.46370629371,9002059.31
8,96,16.986666666666668,50.96
8,97,16978.366503496505,2427906.41
8,98,6880.466433566433,983906.7
8,99,298.1537142857143,10435.38
9,1,11846.558251748253,1694057.83
9,2,24969.477412587414,3570635.27
9,3,7497.356783216784,1072122.02
9,4,17165.94776223776,2454730.53
9,5,19282.746013986016,2757432.68
9,6,2806.4163636363637,401317.54
9,7,13826.694335664335,1977217.29
9,8,21424.4706993007,3063699.31
9,9,13196.56972027972,1887109.47
9,10,12810.48034965035,1831898.69
9,11,14721.070979020978,2105113.15
9,12,6466.066013986015,924647.4400000001
9,13,22133.40062937063,3165076.29
9,14,7369.519580419581,1053841.3
9,16,12013.562797202798,1717939.48
9,17,4951.019090909091,707995.73
9,18,4100.968363636363,451106.52
9,19,1444.7647552447552,206601.36
9,20,2567.934895104895,367214.69
9,21,3614.4887412587414,516871.89
9,22,4941.852587412588,706684.92
9,23,11000.58972027972,1573084.33
9,24,2477.753986013986,354318.82
9,25,5204.926433566434,744304.48
9,26,4032.770769230769,576686.22
9,27,703.2374125874126,100562.95
9,28,246.34566433566434,35227.43
9,29,1919.3892307692306,274472.66
9,30,1601.397972027972,228999.91
9,31,1100.412027972028,157358.92
9,32,4458.402797202797,637551.6
9,33,2564.0693006993006,366661.91
9,34,5711.07909090909,816684.3099999999
9,35,1445.7544055944056,206742.88
9,36,800.5064084507043,113671.91
9,38,78211.80265734265,11184287.78
9,40,29158.154125874127,4169616.04
9,41,1008.2020979020979,144172.9
9,42,3063.9082517482516,438138.88
9,44,3328.3527272727274,475954.44
9,45,14.957647058823529,254.28
9,46,7773.091468531469,1111552.08
9,47,-3.0699999999999994,-55.25999999999999
9,48,763.7878787878788,50410.0
9,49,39.09710144927536,2697.7
9,51,4.72,14.16
9,52,1672.207132867133,239125.62
9,54,57.5238,5752.38
9,55,8607.05048951049,1230808.22
9,56,3070.459645390071,432934.81
9,59,214.68418803418803,25118.05
9,60,80.78,8158.78
9,67,3493.406223776224,499557.09
9,71,1389.0862937062936,198639.34
9,72,32268.857132867135,4614446.57
9,74,7289.247062937063,1042362.33
9,77,477.0,954.0
9,78,0.0,0.0
9,79,12208.863916083916,1745867.54
9,80,-10.334666666666667,-155.02
9,81,2381.7839160839158,340595.1
9,82,9933.852097902098,1420540.85
9,85,876.6294405594405,125358.01
9,87,14689.862937062937,2100650.4
9,90,2981.2495104895106,426318.68
9,91,869.2732867132868,124306.08
9,92,14123.063146853146,2019598.03
9,93,21.24,42.48
9,94,599.1125675675676,44334.33
9,95,29575.05076923077,4229232.26
9,96,3596.107762237762,514243.41
9,97,372.65555555555557,3353.9
9,98,27.93,391.02
10,1,39925.13895104895,5709294.87
10,2,109795.29146853146,15700726.68
10,3,32086.18146853147,4588323.95
10,4,48579.82636363636,6946915.17
10,5,58373.46027972028,8347404.82
10,6,10556.55076923077,1509586.76
10,7,58964.715664335665,8431954.34
10,8,86739.84664335665,12403798.07
10,9,64436.72251748252,9214451.32
10,10,48108.0634965035,6879453.08
10,11,32911.81538461538,4706389.6
10,12,9243.15853146853,1321771.67
10,13,62799.06748251749,8980266.65
10,14,40044.63776223776,5726383.2
10,16,30273.874755244753,4329164.09
10,17,27206.583356643358,3890541.42
10,18,18255.93380952381,1916873.05
10,19,3077.0884615384616,440023.65
10,20,15551.453776223778,2223857.89
10,21,9678.942097902098,1384088.72
10,22,25618.934125874126,3663507.58
10,23,65729.84657342658,9399368.06
10,24,15179.222937062936,2170628.88
10,25,21141.616293706295,3023251.13
10,26,17197.121678321677,2459188.4
10,27,4361.426503496504,623683.99
10,28,1327.1272727272728,189779.2
10,29,15703.823426573426,2245646.75
10,30,11490.118951048951,1643087.01
10,31,6122.35006993007,875496.06
10,32,21571.249510489513,3084688.68
10,33,14919.34258741259,2133465.99
10,34,43753.47461538461,6256746.87
10,35,8592.219090909091,1228687.33
10,36,3654.7978321678324,522636.09
10,37,4048.2794405594404,578903.96
10,38,88068.00776223776,12593725.11
10,40,99866.58160839161,14280921.17
10,41,10875.343566433565,1555174.13
10,42,11608.84951048951,1660065.48
10,44,8878.497692307692,1269625.17
10,45,33.19303797468354,2622.25
10,46,54965.004685314685,7859995.67
10,47,-64.69444444444444,-2329.0
10,48,2175.0013986013987,311025.2
10,49,19815.52237762238,2833619.7
10,50,4257.66027972028,608845.42
10,51,35.02846153846154,455.37
10,52,5158.843356643357,737714.6
10,54,217.28359712230215,30202.42
10,55,20608.687972027972,2947042.38
10,56,1265.8483916083917,181016.32
10,58,4554.738321678321,651327.58
10,59,2006.511118881119,286931.09
10,60,505.59999999999997,71795.2
10,67,13352.773566433567,1909446.62
10,71,15768.505524475524,2254896.29
10,72,142733.75216783216,20410926.56
10,74,41975.974825174824,6002564.4
10,77,1590.0,1590.0
10,78,6.0,48.0
10,79,37787.772097902096,5403651.41
10,80,355.171958041958,50789.59
10,81,10607.048111888113,1516807.8800000001
10,82,23516.40797202797,3362846.34
10,83,279.449020979021,39961.21
10,85,2933.4715384615383,419486.43
10,87,24066.091538461536,3441451.09
10,90,14291.86979020979,2043737.38
10,91,12703.554405594406,1816608.28
10,92,50450.73195804196,7214454.67
10,93,1420.4184615384615,203119.84
10,94,393.8331683168317,39777.15
10,95,73344.65468531469,10488285.62
10,96,11079.676643356643,1584393.76
10,97,5323.506503496504,761261.43
10,98,198.17909090909092,21799.7
11,1,18860.911958041957,2697110.41
11,2,57114.326223776225,8167348.65
11,3,17628.778671328673,2520915.35
11,4,28837.74454545455,4123797.47
11,5,36663.363916083916,5242861.04
11,6,5925.281678321679,847315.28
11,7,34844.10846153846,4982707.51
11,8,34415.44958041958,4921409.29
11,9,19056.162167832168,2725031.19
11,10,23449.992727272725,3353348.96
11,11,18045.04020979021,2580440.75
11,12,4293.703496503496,613999.6
11,13,41228.14615384616,5895624.9
11,14,24644.51307692308,3524165.37
11,16,15371.136433566431,2198072.51
11,17,13373.138321678322,1912358.78
11,18,11033.074285714287,1390167.36
11,19,1435.5870731707316,117718.14
11,20,9634.961958041958,1377799.56
11,21,7571.596573426574,1082738.31
11,22,15500.204265734266,2216529.21
11,23,34322.4834965035,4908115.14
11,24,8592.320839160839,1228701.88
11,25,11419.655384615384,1633010.72
11,26,11332.874685314686,1620601.08
11,27,2203.137482517482,315048.66
11,28,912.481958041958,130484.92
11,29,9225.784755244755,1319287.22
11,30,6765.267762237762,967433.29
11,31,2947.0454545454545,421427.5
11,32,10765.95909090909,1539532.15
11,33,8348.490559440559,1193834.15
11,34,22379.14020979021,3200217.05
11,35,4222.688881118881,603844.51
11,36,2976.055244755245,425575.9
11,37,3933.2597902097905,562456.15
11,38,73555.42538461539,10518425.83
11,40,53640.645104895106,7670612.25
11,41,1295.7497202797201,185292.21
11,42,6152.948111888111,879871.58
11,44,5414.242097902098,774236.62
11,45,17.969577464788735,1275.8400000000001
11,46,27483.85986013986,3930191.96
11,47,0.92,23.0
11,48,7.5,30.0
